Решение краевой задачи:
x		y(x)
0.400000	1.197278
0.400010	1.197290
0.400020	1.197302
0.400029	1.197313
0.400039	1.197325
0.400049	1.197337
0.400059	1.197348
0.400068	1.197360
0.400078	1.197372
0.400088	1.197384
0.400098	1.197395
0.400107	1.197407
0.400117	1.197419
0.400127	1.197430
0.400137	1.197442
0.400146	1.197454
0.400156	1.197466
0.400166	1.197477
0.400176	1.197489
0.400186	1.197501
0.400195	1.197512
0.400205	1.197524
0.400215	1.197536
0.400225	1.197548
0.400234	1.197559
0.400244	1.197571
0.400254	1.197583
0.400264	1.197594
0.400273	1.197606
0.400283	1.197618
0.400293	1.197630
0.400303	1.197641
0.400313	1.197653
0.400322	1.197665
0.400332	1.197676
0.400342	1.197688
0.400352	1.197700
0.400361	1.197711
0.400371	1.197723
0.400381	1.197735
0.400391	1.197747
0.400400	1.197758
0.400410	1.197770
0.400420	1.197782
0.400430	1.197793
0.400439	1.197805
0.400449	1.197817
0.400459	1.197829
0.400469	1.197840
0.400479	1.197852
0.400488	1.197864
0.400498	1.197875
0.400508	1.197887
0.400518	1.197899
0.400527	1.197910
0.400537	1.197922
0.400547	1.197934
0.400557	1.197946
0.400566	1.197957
0.400576	1.197969
0.400586	1.197981
0.400596	1.197992
0.400605	1.198004
0.400615	1.198016
0.400625	1.198027
0.400635	1.198039
0.400645	1.198051
0.400654	1.198063
0.400664	1.198074
0.400674	1.198086
0.400684	1.198098
0.400693	1.198109
0.400703	1.198121
0.400713	1.198133
0.400723	1.198144
0.400732	1.198156
0.400742	1.198168
0.400752	1.198180
0.400762	1.198191
0.400772	1.198203
0.400781	1.198215
0.400791	1.198226
0.400801	1.198238
0.400811	1.198250
0.400820	1.198261
0.400830	1.198273
0.400840	1.198285
0.400850	1.198296
0.400859	1.198308
0.400869	1.198320
0.400879	1.198332
0.400889	1.198343
0.400898	1.198355
0.400908	1.198367
0.400918	1.198378
0.400928	1.198390
0.400938	1.198402
0.400947	1.198413
0.400957	1.198425
0.400967	1.198437
0.400977	1.198448
0.400986	1.198460
0.400996	1.198472
0.401006	1.198483
0.401016	1.198495
0.401025	1.198507
0.401035	1.198519
0.401045	1.198530
0.401055	1.198542
0.401064	1.198554
0.401074	1.198565
0.401084	1.198577
0.401094	1.198589
0.401104	1.198600
0.401113	1.198612
0.401123	1.198624
0.401133	1.198635
0.401143	1.198647
0.401152	1.198659
0.401162	1.198670
0.401172	1.198682
0.401182	1.198694
0.401191	1.198705
0.401201	1.198717
0.401211	1.198729
0.401221	1.198740
0.401231	1.198752
0.401240	1.198764
0.401250	1.198775
0.401260	1.198787
0.401270	1.198799
0.401279	1.198811
0.401289	1.198822
0.401299	1.198834
0.401309	1.198846
0.401318	1.198857
0.401328	1.198869
0.401338	1.198881
0.401348	1.198892
0.401357	1.198904
0.401367	1.198916
0.401377	1.198927
0.401387	1.198939
0.401397	1.198951
0.401406	1.198962
0.401416	1.198974
0.401426	1.198986
0.401436	1.198997
0.401445	1.199009
0.401455	1.199021
0.401465	1.199032
0.401475	1.199044
0.401484	1.199056
0.401494	1.199067
0.401504	1.199079
0.401514	1.199091
0.401523	1.199102
0.401533	1.199114
0.401543	1.199126
0.401553	1.199137
0.401563	1.199149
0.401572	1.199161
0.401582	1.199172
0.401592	1.199184
0.401602	1.199196
0.401611	1.199207
0.401621	1.199219
0.401631	1.199231
0.401641	1.199242
0.401650	1.199254
0.401660	1.199266
0.401670	1.199277
0.401680	1.199289
0.401690	1.199301
0.401699	1.199312
0.401709	1.199324
0.401719	1.199336
0.401729	1.199347
0.401738	1.199359
0.401748	1.199371
0.401758	1.199382
0.401768	1.199394
0.401777	1.199406
0.401787	1.199417
0.401797	1.199429
0.401807	1.199441
0.401816	1.199452
0.401826	1.199464
0.401836	1.199476
0.401846	1.199487
0.401856	1.199499
0.401865	1.199511
0.401875	1.199522
0.401885	1.199534
0.401895	1.199545
0.401904	1.199557
0.401914	1.199569
0.401924	1.199580
0.401934	1.199592
0.401943	1.199604
0.401953	1.199615
0.401963	1.199627
0.401973	1.199639
0.401982	1.199650
0.401992	1.199662
0.402002	1.199674
0.402012	1.199685
0.402022	1.199697
0.402031	1.199709
0.402041	1.199720
0.402051	1.199732
0.402061	1.199744
0.402070	1.199755
0.402080	1.199767
0.402090	1.199779
0.402100	1.199790
0.402109	1.199802
0.402119	1.199813
0.402129	1.199825
0.402139	1.199837
0.402149	1.199848
0.402158	1.199860
0.402168	1.199872
0.402178	1.199883
0.402188	1.199895
0.402197	1.199907
0.402207	1.199918
0.402217	1.199930
0.402227	1.199942
0.402236	1.199953
0.402246	1.199965
0.402256	1.199977
0.402266	1.199988
0.402275	1.200000
0.402285	1.200011
0.402295	1.200023
0.402305	1.200035
0.402315	1.200046
0.402324	1.200058
0.402334	1.200070
0.402344	1.200081
0.402354	1.200093
0.402363	1.200105
0.402373	1.200116
0.402383	1.200128
0.402393	1.200139
0.402402	1.200151
0.402412	1.200163
0.402422	1.200174
0.402432	1.200186
0.402441	1.200198
0.402451	1.200209
0.402461	1.200221
0.402471	1.200233
0.402481	1.200244
0.402490	1.200256
0.402500	1.200267
0.402510	1.200279
0.402520	1.200291
0.402529	1.200302
0.402539	1.200314
0.402549	1.200326
0.402559	1.200337
0.402568	1.200349
0.402578	1.200361
0.402588	1.200372
0.402598	1.200384
0.402608	1.200395
0.402617	1.200407
0.402627	1.200419
0.402637	1.200430
0.402647	1.200442
0.402656	1.200454
0.402666	1.200465
0.402676	1.200477
0.402686	1.200489
0.402695	1.200500
0.402705	1.200512
0.402715	1.200523
0.402725	1.200535
0.402734	1.200547
0.402744	1.200558
0.402754	1.200570
0.402764	1.200582
0.402774	1.200593
0.402783	1.200605
0.402793	1.200616
0.402803	1.200628
0.402813	1.200640
0.402822	1.200651
0.402832	1.200663
0.402842	1.200675
0.402852	1.200686
0.402861	1.200698
0.402871	1.200709
0.402881	1.200721
0.402891	1.200733
0.402900	1.200744
0.402910	1.200756
0.402920	1.200768
0.402930	1.200779
0.402940	1.200791
0.402949	1.200802
0.402959	1.200814
0.402969	1.200826
0.402979	1.200837
0.402988	1.200849
0.402998	1.200860
0.403008	1.200872
0.403018	1.200884
0.403027	1.200895
0.403037	1.200907
0.403047	1.200919
0.403057	1.200930
0.403067	1.200942
0.403076	1.200953
0.403086	1.200965
0.403096	1.200977
0.403106	1.200988
0.403115	1.201000
0.403125	1.201011
0.403135	1.201023
0.403145	1.201035
0.403154	1.201046
0.403164	1.201058
0.403174	1.201070
0.403184	1.201081
0.403193	1.201093
0.403203	1.201104
0.403213	1.201116
0.403223	1.201128
0.403233	1.201139
0.403242	1.201151
0.403252	1.201162
0.403262	1.201174
0.403272	1.201186
0.403281	1.201197
0.403291	1.201209
0.403301	1.201220
0.403311	1.201232
0.403320	1.201244
0.403330	1.201255
0.403340	1.201267
0.403350	1.201279
0.403359	1.201290
0.403369	1.201302
0.403379	1.201313
0.403389	1.201325
0.403399	1.201337
0.403408	1.201348
0.403418	1.201360
0.403428	1.201371
0.403438	1.201383
0.403447	1.201395
0.403457	1.201406
0.403467	1.201418
0.403477	1.201429
0.403486	1.201441
0.403496	1.201453
0.403506	1.201464
0.403516	1.201476
0.403526	1.201487
0.403535	1.201499
0.403545	1.201511
0.403555	1.201522
0.403565	1.201534
0.403574	1.201545
0.403584	1.201557
0.403594	1.201569
0.403604	1.201580
0.403613	1.201592
0.403623	1.201603
0.403633	1.201615
0.403643	1.201627
0.403652	1.201638
0.403662	1.201650
0.403672	1.201661
0.403682	1.201673
0.403692	1.201685
0.403701	1.201696
0.403711	1.201708
0.403721	1.201719
0.403731	1.201731
0.403740	1.201743
0.403750	1.201754
0.403760	1.201766
0.403770	1.201777
0.403779	1.201789
0.403789	1.201801
0.403799	1.201812
0.403809	1.201824
0.403818	1.201835
0.403828	1.201847
0.403838	1.201858
0.403848	1.201870
0.403858	1.201882
0.403867	1.201893
0.403877	1.201905
0.403887	1.201916
0.403897	1.201928
0.403906	1.201940
0.403916	1.201951
0.403926	1.201963
0.403936	1.201974
0.403945	1.201986
0.403955	1.201998
0.403965	1.202009
0.403975	1.202021
0.403985	1.202032
0.403994	1.202044
0.404004	1.202055
0.404014	1.202067
0.404024	1.202079
0.404033	1.202090
0.404043	1.202102
0.404053	1.202113
0.404063	1.202125
0.404072	1.202137
0.404082	1.202148
0.404092	1.202160
0.404102	1.202171
0.404111	1.202183
0.404121	1.202194
0.404131	1.202206
0.404141	1.202218
0.404151	1.202229
0.404160	1.202241
0.404170	1.202252
0.404180	1.202264
0.404190	1.202275
0.404199	1.202287
0.404209	1.202299
0.404219	1.202310
0.404229	1.202322
0.404238	1.202333
0.404248	1.202345
0.404258	1.202357
0.404268	1.202368
0.404277	1.202380
0.404287	1.202391
0.404297	1.202403
0.404307	1.202414
0.404317	1.202426
0.404326	1.202438
0.404336	1.202449
0.404346	1.202461
0.404356	1.202472
0.404365	1.202484
0.404375	1.202495
0.404385	1.202507
0.404395	1.202519
0.404404	1.202530
0.404414	1.202542
0.404424	1.202553
0.404434	1.202565
0.404444	1.202576
0.404453	1.202588
0.404463	1.202600
0.404473	1.202611
0.404483	1.202623
0.404492	1.202634
0.404502	1.202646
0.404512	1.202657
0.404522	1.202669
0.404531	1.202681
0.404541	1.202692
0.404551	1.202704
0.404561	1.202715
0.404570	1.202727
0.404580	1.202738
0.404590	1.202750
0.404600	1.202762
0.404610	1.202773
0.404619	1.202785
0.404629	1.202796
0.404639	1.202808
0.404649	1.202819
0.404658	1.202831
0.404668	1.202842
0.404678	1.202854
0.404688	1.202866
0.404697	1.202877
0.404707	1.202889
0.404717	1.202900
0.404727	1.202912
0.404736	1.202923
0.404746	1.202935
0.404756	1.202947
0.404766	1.202958
0.404776	1.202970
0.404785	1.202981
0.404795	1.202993
0.404805	1.203004
0.404815	1.203016
0.404824	1.203027
0.404834	1.203039
0.404844	1.203051
0.404854	1.203062
0.404863	1.203074
0.404873	1.203085
0.404883	1.203097
0.404893	1.203108
0.404903	1.203120
0.404912	1.203131
0.404922	1.203143
0.404932	1.203155
0.404942	1.203166
0.404951	1.203178
0.404961	1.203189
0.404971	1.203201
0.404981	1.203212
0.404990	1.203224
0.405000	1.203235
0.405010	1.203247
0.405020	1.203258
0.405029	1.203270
0.405039	1.203282
0.405049	1.203293
0.405059	1.203305
0.405069	1.203316
0.405078	1.203328
0.405088	1.203339
0.405098	1.203351
0.405108	1.203362
0.405117	1.203374
0.405127	1.203386
0.405137	1.203397
0.405147	1.203409
0.405156	1.203420
0.405166	1.203432
0.405176	1.203443
0.405186	1.203455
0.405195	1.203466
0.405205	1.203478
0.405215	1.203489
0.405225	1.203501
0.405235	1.203513
0.405244	1.203524
0.405254	1.203536
0.405264	1.203547
0.405274	1.203559
0.405283	1.203570
0.405293	1.203582
0.405303	1.203593
0.405313	1.203605
0.405322	1.203616
0.405332	1.203628
0.405342	1.203639
0.405352	1.203651
0.405362	1.203663
0.405371	1.203674
0.405381	1.203686
0.405391	1.203697
0.405401	1.203709
0.405410	1.203720
0.405420	1.203732
0.405430	1.203743
0.405440	1.203755
0.405449	1.203766
0.405459	1.203778
0.405469	1.203789
0.405479	1.203801
0.405488	1.203813
0.405498	1.203824
0.405508	1.203836
0.405518	1.203847
0.405528	1.203859
0.405537	1.203870
0.405547	1.203882
0.405557	1.203893
0.405567	1.203905
0.405576	1.203916
0.405586	1.203928
0.405596	1.203939
0.405606	1.203951
0.405615	1.203962
0.405625	1.203974
0.405635	1.203986
0.405645	1.203997
0.405654	1.204009
0.405664	1.204020
0.405674	1.204032
0.405684	1.204043
0.405694	1.204055
0.405703	1.204066
0.405713	1.204078
0.405723	1.204089
0.405733	1.204101
0.405742	1.204112
0.405752	1.204124
0.405762	1.204135
0.405772	1.204147
0.405781	1.204158
0.405791	1.204170
0.405801	1.204181
0.405811	1.204193
0.405821	1.204205
0.405830	1.204216
0.405840	1.204228
0.405850	1.204239
0.405860	1.204251
0.405869	1.204262
0.405879	1.204274
0.405889	1.204285
0.405899	1.204297
0.405908	1.204308
0.405918	1.204320
0.405928	1.204331
0.405938	1.204343
0.405947	1.204354
0.405957	1.204366
0.405967	1.204377
